Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
26,3,15,3,4,3,2,1,1,1,2,23585,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
29,1,7,3,4,3,3,0,1,0,1,20722,Self Enquiry,Salaried,Male,Basic,Married,Executive
35,3,35,4,5,3,3,0,5,1,1,25390,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
47,1,25,3,4,3,4,0,5,0,1,23488,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
19,1,15,4,4,3,3,0,5,0,1,20582,Company Invited,Small Business,Male,Basic,Single,Executive
41,1,9,3,5,3,2,1,3,0,1,21020,Self Enquiry,Small Business,Female,Basic,Single,Executive
60,1,9,4,5,3,5,1,5,0,3,32404,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
46,3,15,3,4,3,2,0,5,1,2,24619,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
29,1,14,4,4,5,5,1,3,0,3,25352,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
37,1,16,3,5,4,4,1,4,1,1,27525,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
44,1,6,2,3,4,2,1,3,1,1,17342,Company Invited,Small Business,Male,Basic,Married,Executive
34,3,7,3,3,5,4,0,3,1,1,24054,Company Invited,Salaried,Female,Deluxe,Divorced,Manager
50,1,10,3,3,4,4,0,5,1,0,34144,Self Enquiry,Salaried,Male,King,Married,VP
23,1,12,3,1,5,2,1,3,0,0,16601,Self Enquiry,Salaried,Male,Basic,Married,Executive
57,1,21,4,4,4,2,1,5,1,1,23641,Self Enquiry,Salaried,Female,Basic,Married,Executive
35,3,15,4,2,3,3,0,1,0,3,25477,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
30,1,32,4,5,4,7,0,3,1,3,21224,Self Enquiry,Large Business,Female,Basic,Married,Executive
29,3,6,2,3,3,2,0,3,1,0,22918,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
39,1,9,3,4,3,3,1,5,1,2,20380,Company Invited,Salaried,Male,Basic,Divorced,Executive
30,1,7,4,6,3,3,0,2,1,1,21398,Company Invited,Salaried,Male,Basic,Married,Executive
34,1,22,3,4,3,2,0,5,1,1,17553,Company Invited,Salaried,Female,Basic,Single,Executive
60,3,10,3,5,3,7,0,3,0,1,23849,Self Enquiry,Salaried,Fe Male,Deluxe,Unmarried,Manager
28,1,9,3,4,5,3,0,3,0,2,21019,Self Enquiry,Salaried,Female,Basic,Married,Executive
19,3,6,3,5,5,1,0,3,1,1,17325,Company Invited,Large Business,Female,Basic,Single,Executive
39,3,9,2,3,3,5,1,4,1,1,20238,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
42,3,7,3,3,5,3,0,3,1,2,27070,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
52,3,28,4,4,3,2,1,5,0,3,24119,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
37,1,13,1,3,3,5,0,2,0,0,28664,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
58,3,27,3,3,3,5,1,5,1,0,32875,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
59,1,8,3,4,3,4,1,5,1,0,28726,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
35,1,14,3,4,4,2,0,5,0,1,30672,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
36,3,24,4,4,5,5,1,3,0,3,27644,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
33,2,9,2,3,4,4,1,5,0,1,17277,Self Enquiry,Salaried,Male,Basic,Married,Executive
47,1,31,2,3,3,3,0,3,1,0,23633,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
24,1,17,4,2,3,3,0,1,0,2,22183,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
33,1,31,4,4,3,3,0,4,1,3,23987,Company Invited,Salaried,Male,Deluxe,Married,Manager
33,3,23,2,3,3,2,0,3,1,0,32444,Company Invited,Salaried,Male,Super Deluxe,Single,AVP
33,1,7,4,4,4,3,0,3,0,1,24898,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
35,3,10,3,6,5,5,0,5,1,2,23437,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
37,3,18,4,5,3,6,0,1,1,2,25330,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
36,2,33,3,4,3,3,1,1,1,1,27515,Self Enquiry,Salaried,Fe Male,Standard,Unmarried,Senior Manager
32,3,25,3,5,3,4,0,3,1,2,24610,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
35,1,11,3,3,4,1,0,3,0,0,23095,Self Enquiry,Large Business,Male,Standard,Unmarried,Senior Manager
38,1,17,3,2,3,3,1,1,0,2,32422,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
35,1,11,3,3,4,1,0,3,1,1,23095,Self Enquiry,Large Business,Male,Standard,Unmarried,Senior Manager
55,3,24,2,3,4,4,0,2,0,1,31835,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
29,1,31,3,4,4,3,1,1,0,1,21086,Self Enquiry,Small Business,Male,Basic,Married,Executive
50,1,16,3,4,3,7,0,5,0,2,25496,Self Enquiry,Large Business,Male,Standard,Unmarried,Senior Manager
31,1,6,3,1,4,2,0,3,1,2,22446,Company Invited,Salaried,Female,Standard,Unmarried,Senior Manager
31,3,8,2,3,3,1,0,4,1,0,18067,Self Enquiry,Salaried,Male,Basic,Married,Executive
46,3,33,3,5,5,3,0,3,0,1,23063,Company Invited,Small Business,Male,Deluxe,Married,Manager
36,1,12,2,3,3,1,0,5,1,1,18210,Self Enquiry,Salaried,Male,Basic,Married,Executive
36,1,7,3,5,3,8,0,2,1,2,20936,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
30,1,28,2,3,3,5,1,2,0,1,17132,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
35,1,9,2,4,3,2,0,2,1,1,16281,Company Invited,Salaried,Male,Basic,Divorced,Executive
40,1,10,2,3,3,2,0,5,1,1,34033,Self Enquiry,Small Business,Female,King,Married,VP
36,1,18,4,5,5,4,1,5,1,2,28562,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
38,1,9,2,3,3,4,0,3,1,0,17821,Company Invited,Salaried,Male,Basic,Married,Executive
28,1,24,3,4,4,2,1,4,1,1,21736,Self Enquiry,Large Business,Male,Basic,Divorced,Executive
49,1,13,4,5,3,4,0,2,0,1,22918,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
56,3,12,2,1,5,1,0,3,1,0,28212,Company Invited,Salaried,Female,Super Deluxe,Married,AVP
59,1,30,3,4,3,3,0,3,1,2,21050,Self Enquiry,Salaried,Male,Basic,Married,Executive
35,1,22,2,1,4,1,0,4,1,1,17426,Self Enquiry,Small Business,Male,Basic,Married,Executive
29,3,10,4,4,4,3,0,1,1,1,21534,Self Enquiry,Small Business,Female,Basic,Married,Executive
30,1,34,4,4,3,6,0,1,0,2,23013,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
50,3,6,3,3,3,4,0,1,1,0,34517,Self Enquiry,Small Business,Female,King,Married,VP
30,1,9,2,3,5,6,1,4,0,0,17657,Self Enquiry,Large Business,Female,Basic,Single,Executive
36,1,7,4,4,5,6,0,1,0,2,20872,Company Invited,Small Business,Male,Basic,Married,Executive
29,1,12,3,4,3,3,1,2,1,1,22119,Self Enquiry,Large Business,Male,Basic,Unmarried,Executive
29,1,8,3,3,4,1,0,4,0,0,17703,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
54,1,8,2,3,3,1,0,4,1,0,28549,Self Enquiry,Large Business,Female,Standard,Divorced,Senior Manager
41,1,8,3,4,3,3,1,2,0,0,21811,Company Invited,Salaried,Female,Deluxe,Unmarried,Manager
43,1,36,4,4,3,4,0,3,1,2,23234,Company Invited,Salaried,Female,Deluxe,Married,Manager
42,1,6,3,3,5,4,0,3,0,2,17576,Self Enquiry,Salaried,Female,Basic,Married,Executive
33,3,11,3,4,4,4,0,3,1,1,22609,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
35,1,10,3,5,3,5,0,1,0,1,21657,Company Invited,Salaried,Male,Basic,Married,Executive
35,1,15,4,4,3,5,0,4,1,2,24820,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
40,3,31,2,4,4,3,1,5,0,1,24094,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
29,1,24,2,4,3,2,1,3,0,0,17389,Self Enquiry,Small Business,Male,Basic,Single,Executive
31,3,32,3,4,3,2,1,3,1,2,23414,Company Invited,Large Business,Female,Deluxe,Married,Manager
36,1,11,2,3,5,5,0,4,1,1,23008,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
27,1,8,2,3,3,3,0,3,0,1,17580,Company Invited,Small Business,Male,Basic,Single,Executive
27,1,7,3,4,4,3,0,5,1,2,25075,Company Invited,Salaried,Female,Deluxe,Married,Manager
32,3,14,2,3,3,2,0,4,1,1,23998,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
38,2,6,2,3,4,1,1,1,1,1,17991,Company Invited,Salaried,Male,Basic,Married,Executive
38,2,13,4,4,5,6,1,2,1,1,20751,Self Enquiry,Salaried,Male,Basic,Married,Executive
48,1,26,2,3,3,5,0,1,1,0,17259,Self Enquiry,Small Business,Male,Basic,Married,Executive
25,1,14,3,4,3,3,1,4,0,1,21564,Company Invited,Salaried,Female,Basic,Divorced,Executive
46,1,14,4,4,5,3,0,2,1,3,23888,Company Invited,Salaried,Male,Standard,Married,Senior Manager
60,3,22,2,3,5,1,0,4,1,0,20405,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
31,1,9,3,4,3,2,0,4,1,1,21242,Company Invited,Small Business,Female,Basic,Single,Executive
33,1,16,3,4,5,2,0,4,1,1,22878,Self Enquiry,Small Business,Female,Basic,Unmarried,Executive
20,3,29,3,4,3,3,1,1,1,1,20353,Self Enquiry,Small Business,Male,Basic,Single,Executive
41,1,16,3,4,3,2,0,4,1,2,32177,Company Invited,Small Business,Female,Standard,Single,Senior Manager
29,1,13,3,4,3,7,0,5,1,1,17532,Self Enquiry,Small Business,Female,Basic,Married,Executive
37,2,15,4,5,5,2,0,2,1,3,21020,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
41,3,16,3,4,5,2,0,3,1,2,24151,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
36,1,14,3,2,5,1,0,3,0,0,26713,Company Invited,Salaried,Female,Standard,Divorced,Senior Manager
31,3,12,3,2,3,5,0,5,1,2,20460,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
50,3,9,2,4,3,2,1,4,0,0,17683,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
36,3,23,2,4,4,3,0,4,1,0,20507,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
39,1,8,3,3,3,1,0,2,1,1,25938,Company Invited,Large Business,Fe Male,Standard,Unmarried,Senior Manager
30,1,15,2,4,3,2,0,4,0,1,17206,Self Enquiry,Small Business,Male,Basic,Single,Executive
28,1,13,3,5,3,3,0,1,1,2,21217,Self Enquiry,Salaried,Male,Basic,Married,Executive
42,3,13,4,4,3,5,1,2,0,2,32269,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
39,1,12,2,3,4,5,0,3,0,1,23376,Self Enquiry,Salaried,Female,Standard,Unmarried,Senior Manager
44,1,29,3,3,4,5,0,3,0,1,17042,Company Invited,Small Business,Male,Deluxe,Married,Manager
32,3,20,3,4,5,4,0,2,0,1,22911,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
42,3,17,3,6,4,3,0,1,1,1,24829,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
35,1,6,2,1,3,4,0,3,0,0,17506,Self Enquiry,Salaried,Female,Basic,Single,Executive
30,1,9,3,5,5,2,0,4,1,2,22017,Company Invited,Small Business,Male,Basic,Unmarried,Executive
30,3,16,3,4,3,2,0,2,1,0,21578,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
56,1,15,2,3,3,1,0,4,0,0,26103,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
28,1,12,3,4,4,3,1,3,0,2,21156,Self Enquiry,Salaried,Female,Basic,Single,Executive
50,3,18,3,4,3,3,0,4,0,1,26332,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
28,3,11,2,3,5,1,0,1,1,0,23463,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
33,1,8,2,3,5,1,0,3,1,0,17707,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
36,3,14,2,3,3,5,0,3,1,0,20079,Company Invited,Large Business,Male,Deluxe,Married,Manager
59,2,12,2,3,3,1,0,4,0,0,17267,Self Enquiry,Small Business,Male,Basic,Married,Executive
44,1,16,3,4,3,6,0,3,0,2,21116,Company Invited,Salaried,Male,Basic,Single,Executive
30,1,30,3,3,3,2,0,2,0,1,17693,Self Enquiry,Salaried,Male,Basic,Married,Executive
43,3,21,2,4,3,4,0,5,0,1,21804,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
42,1,8,3,4,3,4,0,2,0,1,21781,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
39,3,27,2,4,3,4,1,1,0,1,21120,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
30,1,10,3,4,5,3,1,3,0,2,23401,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
38,1,7,3,4,3,6,0,5,1,1,26169,Self Enquiry,Large Business,Fe Male,Standard,Unmarried,Senior Manager
30,1,15,4,6,5,3,1,3,0,2,20797,Self Enquiry,Salaried,Male,Basic,Married,Executive
61,3,35,4,5,5,6,0,1,1,1,28944,Company Invited,Small Business,Female,Standard,Married,Senior Manager
30,1,34,3,3,3,2,0,3,1,2,20775,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
39,3,7,3,5,3,6,0,1,0,2,27364,Self Enquiry,Salaried,Fe Male,Deluxe,Unmarried,Manager
46,1,8,2,3,3,3,0,1,0,0,22379,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
20,3,27,2,1,3,2,0,3,0,0,17678,Self Enquiry,Small Business,Male,Basic,Single,Executive
34,1,20,3,4,3,5,0,3,1,1,22130,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
31,1,23,3,2,3,5,0,1,1,1,23972,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
39,1,6,3,3,3,1,0,3,0,1,17232,Self Enquiry,Small Business,Female,Basic,Married,Executive
38,1,8,3,3,3,7,1,4,0,0,18057,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
29,1,34,3,3,3,5,0,5,1,0,17514,Self Enquiry,Salaried,Female,Basic,Married,Executive
37,1,25,3,3,4,5,0,4,0,1,18022,Self Enquiry,Salaried,Male,Basic,Married,Executive
43,1,8,3,2,3,2,0,2,0,1,17645,Self Enquiry,Small Business,Female,Basic,Married,Executive
42,1,15,4,4,5,3,1,3,0,3,22781,Self Enquiry,Small Business,Female,Basic,Married,Executive
22,1,32,2,4,3,2,1,3,0,0,17814,Company Invited,Salaried,Female,Basic,Married,Executive
36,1,12,2,5,3,2,0,1,1,0,17741,Self Enquiry,Salaried,Male,Basic,Married,Executive
43,1,25,3,4,5,8,1,1,0,1,24088,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
40,1,6,2,3,3,1,0,1,0,0,17406,Self Enquiry,Salaried,Male,Basic,Married,Executive
34,3,16,4,4,5,2,1,3,0,2,26902,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
47,3,33,4,5,4,2,0,4,1,3,26669,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
48,1,21,3,3,5,1,0,1,1,0,17367,Self Enquiry,Salaried,Female,Basic,Married,Executive
18,3,15,2,3,3,2,0,5,0,1,16611,Self Enquiry,Small Business,Male,Basic,Single,Executive
38,3,26,3,4,4,3,1,5,0,1,26320,Company Invited,Small Business,Male,Standard,Unmarried,Senior Manager
31,1,9,3,5,3,7,1,2,1,2,25555,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
46,1,27,4,4,3,2,1,3,0,1,32174,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
36,1,30,4,6,3,2,0,1,1,1,21383,Self Enquiry,Small Business,Male,Basic,Married,Executive
21,1,9,3,4,3,2,0,5,1,1,18230,Self Enquiry,Small Business,Male,Basic,Single,Executive
44,1,21,3,3,3,2,0,3,0,1,22978,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
48,1,10,2,3,3,2,0,5,1,1,22898,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
33,1,6,2,1,4,2,1,3,0,1,20488,Company Invited,Salaried,Female,Deluxe,Divorced,Manager
28,1,6,2,4,4,2,0,4,1,0,17596,Company Invited,Small Business,Male,Basic,Married,Executive
37,1,10,2,4,4,6,0,1,1,1,23163,Self Enquiry,Large Business,Male,Deluxe,Unmarried,Manager
37,3,22,3,4,3,5,0,5,1,0,21334,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
45,1,13,3,1,3,5,0,1,1,0,21434,Company Invited,Salaried,Male,Deluxe,Married,Manager
46,3,9,2,3,3,4,0,1,1,0,32465,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
47,1,25,3,4,3,7,0,3,1,1,29205,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
32,1,6,3,3,5,2,0,2,0,2,17956,Self Enquiry,Salaried,Male,Basic,Single,Executive
39,1,16,2,3,5,2,1,3,1,1,32068,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
21,3,15,2,3,3,2,0,4,0,0,17610,Company Invited,Small Business,Male,Basic,Single,Executive
38,1,32,3,5,3,2,0,3,1,1,24409,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
45,1,6,2,3,3,5,0,1,1,1,20399,Company Invited,Small Business,Male,Deluxe,Single,Manager
45,1,35,2,3,3,5,1,5,1,0,24380,Self Enquiry,Large Business,Male,Standard,Divorced,Senior Manager
22,1,10,4,5,3,3,0,5,1,3,21908,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
32,1,11,3,1,4,1,1,1,1,2,18298,Self Enquiry,Salaried,Male,Basic,Married,Executive
37,1,9,4,4,4,6,1,4,0,1,25640,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
40,1,8,2,4,3,1,1,3,0,0,17342,Self Enquiry,Small Business,Female,Basic,Single,Executive
31,1,12,3,4,4,2,0,3,0,1,21100,Company Invited,Small Business,Female,Basic,Single,Executive
52,1,7,2,5,5,5,0,2,1,1,26162,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
38,1,13,3,2,5,6,1,3,1,2,24652,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
21,3,16,3,4,3,3,1,4,1,1,21001,Company Invited,Small Business,Female,Basic,Single,Executive
41,1,14,4,4,5,5,1,3,0,2,20844,Self Enquiry,Salaried,Male,Basic,Single,Executive
37,3,23,4,5,5,6,0,5,1,1,24325,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
47,3,8,2,1,4,7,0,1,0,0,30972,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
36,1,7,4,4,5,6,0,2,0,2,20872,Company Invited,Small Business,Male,Basic,Divorced,Executive
35,1,29,3,5,3,1,0,1,1,0,17705,Self Enquiry,Small Business,Male,Basic,Married,Executive
22,1,25,3,3,3,2,0,1,1,0,17323,Self Enquiry,Small Business,Male,Basic,Married,Executive
26,3,35,3,5,3,4,0,4,1,2,27317,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
26,3,15,3,2,4,2,0,4,1,1,23529,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
29,1,16,3,3,4,1,0,5,1,0,18291,Company Invited,Salaried,Female,Basic,Married,Executive
31,2,8,3,4,5,4,0,3,0,2,21410,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
39,3,12,2,1,3,3,0,4,1,1,23237,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
46,1,36,3,4,3,7,0,1,1,1,22130,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
29,1,9,3,6,3,7,1,3,1,2,22142,Self Enquiry,Small Business,Male,Basic,Married,Executive
36,1,15,2,4,4,3,1,4,1,0,23847,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
30,3,21,3,4,5,3,0,1,0,2,22140,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
34,3,23,4,4,5,7,0,3,1,1,24002,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
41,3,31,4,2,4,6,1,3,1,1,31872,Company Invited,Salaried,Female,Super Deluxe,Single,AVP
27,1,12,3,4,3,1,0,1,0,1,17187,Self Enquiry,Small Business,Female,Basic,Married,Executive
36,1,11,4,4,3,3,0,4,1,2,20629,Self Enquiry,Salaried,Male,Basic,Married,Executive
46,1,6,3,3,5,1,0,1,0,2,24396,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
44,1,8,2,3,3,6,1,1,0,1,25209,Company Invited,Small Business,Male,Standard,Unmarried,Senior Manager
28,1,12,2,4,3,2,1,4,1,0,17703,Company Invited,Salaried,Male,Basic,Married,Executive
29,1,14,3,4,3,2,1,3,1,1,20056,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
18,1,6,3,3,3,2,0,5,1,1,16611,Company Invited,Salaried,Female,Basic,Single,Executive
43,3,11,3,4,5,2,0,5,1,2,23833,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
38,3,10,3,4,3,4,0,3,0,1,26106,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
37,1,18,4,5,4,3,0,4,1,2,25177,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
44,1,11,2,4,3,4,0,1,0,1,18162,Company Invited,Salaried,Male,Basic,Single,Executive
51,1,9,3,3,4,4,0,5,0,1,28734,Self Enquiry,Small Business,Female,Super Deluxe,Single,AVP
40,3,6,2,5,3,3,1,3,1,0,22457,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
38,1,32,4,4,3,5,1,3,1,3,23127,Company Invited,Small Business,Female,Deluxe,Married,Manager
42,3,14,2,3,4,1,0,3,1,0,21825,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
58,1,29,3,3,3,2,0,3,1,0,25312,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
34,1,15,2,3,3,1,0,5,1,1,23500,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
31,1,9,3,5,3,2,0,4,0,1,21398,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
37,1,15,2,3,3,2,1,2,0,0,17326,Company Invited,Small Business,Male,Basic,Divorced,Executive
29,1,13,2,3,3,4,1,4,1,0,31124,Self Enquiry,Large Business,Female,Basic,Married,Executive
30,3,17,3,4,4,3,0,1,1,1,20975,Self Enquiry,Small Business,Male,Basic,Married,Executive
26,2,31,3,3,3,2,0,4,1,0,17942,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
59,1,30,4,4,3,3,0,3,1,1,28990,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
34,3,6,3,1,3,1,0,5,0,1,24725,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
52,1,13,3,4,3,2,0,5,1,2,38215,Self Enquiry,Salaried,Male,King,Single,VP
37,3,9,2,3,3,3,0,3,0,1,22428,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
38,1,6,2,1,3,1,0,1,0,0,22625,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
46,1,16,3,4,4,2,0,4,1,1,21026,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
49,3,36,4,4,3,5,0,4,0,1,31182,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
33,1,16,4,4,3,3,1,5,1,3,25000,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
51,3,19,4,4,3,6,0,5,1,3,27886,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
26,3,11,3,5,5,3,0,3,1,2,22934,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
24,3,6,3,3,4,2,1,4,1,2,18202,Self Enquiry,Large Business,Female,Basic,Single,Executive
30,1,15,3,6,5,5,0,1,0,1,28393,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
44,1,34,2,3,5,4,0,1,1,0,31328,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
35,1,7,4,4,4,3,0,5,1,3,23003,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
34,3,12,2,5,3,1,0,4,0,1,17351,Company Invited,Small Business,Female,Basic,Married,Executive
20,3,7,4,6,5,2,0,3,1,1,21003,Company Invited,Large Business,Female,Basic,Single,Executive
29,1,31,4,5,5,3,0,1,1,2,27400,Company Invited,Large Business,Male,Standard,Unmarried,Senior Manager
35,1,14,4,6,3,3,1,5,1,2,24752,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
41,1,27,4,4,3,6,0,3,1,2,29000,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
34,1,9,4,4,3,6,0,3,1,3,21174,Self Enquiry,Small Business,Male,Basic,Single,Executive
53,1,6,3,4,4,2,0,3,1,2,29123,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
36,1,29,4,3,4,2,0,5,1,2,30674,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
38,1,16,2,5,3,4,0,1,1,1,28206,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
32,1,9,4,4,3,3,0,5,0,3,22155,Self Enquiry,Salaried,Male,Basic,Married,Executive
29,1,6,3,5,3,2,0,1,0,2,17720,Company Invited,Salaried,Male,Basic,Married,Executive
51,3,15,3,4,4,2,0,2,1,1,22553,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
36,1,7,2,5,3,3,0,4,1,1,21537,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
36,3,23,4,4,4,2,0,1,1,2,26698,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
50,1,13,2,4,3,6,1,4,1,1,33740,Self Enquiry,Small Business,Female,King,Married,VP
58,1,7,3,4,3,4,0,3,1,2,25433,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
28,1,7,3,4,4,3,0,3,0,1,22494,Self Enquiry,Small Business,Male,Basic,Married,Executive
26,1,7,4,4,3,2,0,3,1,2,23576,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
36,3,9,2,4,3,2,1,2,1,0,25325,Self Enquiry,Salaried,Male,Standard,Divorced,Senior Manager
27,1,23,3,4,4,4,1,2,1,2,21051,Self Enquiry,Small Business,Male,Basic,Married,Executive
43,1,17,1,3,3,2,0,1,1,0,22510,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
33,3,15,3,3,5,1,1,3,0,0,23224,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
31,1,29,3,4,3,6,1,2,0,2,20810,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
45,1,14,3,5,3,5,0,4,1,1,28926,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
57,1,14,3,6,3,6,0,1,0,1,25938,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
60,1,25,4,4,3,8,0,3,1,2,29190,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
33,1,7,3,4,3,3,1,4,1,1,24840,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
