Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
25,1,18,4,2,3,2,0,5,0,2,22689,Company Invited,Salaried,Female,Deluxe,Married,Manager
21,1,16,2,4,3,2,0,4,1,0,17625,Company Invited,Salaried,Female,Basic,Single,Executive
28,3,6,3,3,3,4,0,3,1,0,17909,Company Invited,Large Business,Male,Basic,Divorced,Executive
37,1,6,2,3,3,5,0,5,1,0,22491,Self Enquiry,Large Business,Female,Standard,Unmarried,Senior Manager
38,3,6,2,4,3,5,0,2,1,1,23686,Self Enquiry,Salaried,Fe Male,Deluxe,Unmarried,Manager
35,3,10,2,3,5,1,1,4,1,1,24582,Self Enquiry,Large Business,Male,Standard,Unmarried,Senior Manager
38,1,8,2,3,3,2,1,5,1,1,16702,Company Invited,Salaried,Male,Basic,Divorced,Executive
20,1,6,2,4,4,2,0,4,1,0,17836,Self Enquiry,Salaried,Female,Basic,Single,Executive
32,3,33,4,4,3,3,1,3,0,2,24295,Company Invited,Small Business,Male,Deluxe,Married,Manager
28,1,18,3,3,3,2,1,4,1,1,17515,Self Enquiry,Salaried,Female,Basic,Married,Executive
54,1,14,3,2,3,5,0,1,0,2,33492,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
59,3,9,2,4,3,6,0,3,0,0,20171,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
43,1,12,2,4,3,1,0,3,1,1,34392,Self Enquiry,Small Business,Female,King,Married,VP
34,3,32,3,4,3,3,0,3,0,2,23217,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
30,1,30,3,4,3,2,0,3,0,1,20879,Self Enquiry,Salaried,Male,Basic,Single,Executive
36,1,15,2,4,4,3,1,4,0,1,23847,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
37,3,7,3,4,3,3,1,3,1,2,24879,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
43,1,24,3,2,5,5,1,1,1,2,25223,Self Enquiry,Salaried,Fe Male,Deluxe,Unmarried,Manager
35,1,15,2,3,3,2,0,4,0,1,20098,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
29,3,12,4,4,3,3,0,3,1,1,23586,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
51,3,27,3,3,3,1,1,5,0,2,20441,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
26,1,7,3,4,4,3,0,3,1,1,20774,Self Enquiry,Small Business,Female,Basic,Single,Executive
33,1,31,4,4,3,3,0,4,1,1,23987,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
55,3,24,2,3,4,4,0,1,1,0,31835,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
59,3,6,3,3,3,4,1,1,1,0,26904,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
39,3,14,3,5,3,2,0,1,1,1,22706,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
29,1,9,3,4,3,2,0,2,1,2,26935,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
31,1,29,3,4,3,1,0,3,1,1,20582,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
33,1,8,2,3,5,1,0,3,1,1,17707,Self Enquiry,Salaried,Female,Basic,Married,Executive
35,1,9,3,5,5,8,0,4,0,2,24635,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
35,1,8,4,5,5,2,0,1,0,1,24021,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
37,3,10,3,4,4,5,1,4,0,2,27956,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
32,1,7,4,4,5,3,0,5,1,3,22826,Company Invited,Salaried,Female,Deluxe,Divorced,Manager
56,3,20,3,2,3,8,1,3,1,2,32373,Self Enquiry,Small Business,Male,Super Deluxe,Single,AVP
40,1,15,3,4,3,3,0,2,0,1,22433,Company Invited,Salaried,Female,Basic,Divorced,Executive
26,1,12,2,4,4,2,0,3,1,0,17368,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
40,1,11,3,4,3,2,0,3,1,1,23720,Company Invited,Small Business,Fe Male,Deluxe,Unmarried,Manager
30,1,9,2,3,5,6,1,4,1,1,17657,Self Enquiry,Large Business,Female,Basic,Single,Executive
41,3,15,3,3,3,4,1,2,0,1,23189,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
43,1,9,3,4,3,4,1,3,1,1,28802,Company Invited,Salaried,Male,Standard,Married,Senior Manager
59,1,28,4,4,4,6,0,3,1,2,28686,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
32,1,31,2,4,3,4,0,1,1,1,23916,Company Invited,Large Business,Fe Male,Deluxe,Unmarried,Manager
33,1,14,4,4,3,3,0,3,1,2,23561,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
56,1,9,4,4,4,5,0,2,1,2,29654,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
42,1,29,4,4,3,5,1,5,0,1,24145,Company Invited,Salaried,Female,Deluxe,Married,Manager
31,3,36,4,4,5,2,0,1,1,1,22793,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
19,1,21,3,4,3,3,0,5,1,1,20192,Company Invited,Small Business,Female,Basic,Single,Executive
30,1,7,3,4,3,3,0,3,0,1,22997,Company Invited,Large Business,Male,Deluxe,Married,Manager
30,3,17,3,5,4,3,1,5,1,1,26946,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
29,1,30,3,4,3,2,1,3,1,2,17439,Company Invited,Salaried,Male,Basic,Single,Executive
33,1,17,2,4,3,4,0,1,0,1,29922,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
38,1,18,3,4,3,3,1,3,0,2,30863,Company Invited,Salaried,Male,Standard,Married,Senior Manager
37,3,15,3,3,4,2,0,1,1,2,23834,Company Invited,Small Business,Male,Standard,Married,Senior Manager
32,3,14,4,4,3,6,0,1,0,1,26225,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
51,1,17,4,5,3,8,0,5,0,3,29174,Self Enquiry,Large Business,Male,Standard,Single,Senior Manager
32,1,10,3,4,3,2,0,4,1,0,21162,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
44,1,34,3,2,4,7,0,5,1,2,23554,Self Enquiry,Large Business,Male,Basic,Married,Executive
44,1,24,3,5,3,2,1,5,1,2,21115,Company Invited,Large Business,Male,Basic,Married,Executive
56,1,15,3,3,3,3,0,1,1,0,17942,Company Invited,Small Business,Female,Basic,Married,Executive
40,3,11,3,5,3,6,0,5,1,2,24580,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
27,1,23,3,4,4,4,1,1,1,1,21051,Self Enquiry,Small Business,Male,Basic,Married,Executive
41,1,9,4,4,3,4,0,1,0,1,21023,Self Enquiry,Small Business,Male,Basic,Married,Executive
27,1,14,4,2,5,2,0,1,1,1,22256,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
26,1,12,3,3,3,2,1,2,0,0,17659,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
38,3,8,2,3,5,4,0,4,0,1,21893,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
39,1,9,3,4,3,3,1,5,1,1,20380,Company Invited,Salaried,Male,Basic,Married,Executive
30,1,29,3,5,3,2,0,3,1,2,17613,Company Invited,Salaried,Male,Basic,Married,Executive
35,3,6,3,3,3,2,0,5,1,0,23789,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
35,3,30,4,4,3,2,0,5,0,2,23246,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
50,1,7,3,4,5,4,0,4,0,1,22258,Self Enquiry,Large Business,Female,Basic,Married,Executive
33,1,20,4,5,4,3,0,5,0,1,21421,Company Invited,Salaried,Female,Basic,Divorced,Executive
33,3,15,3,4,3,3,0,4,1,2,27676,Company Invited,Small Business,Fe Male,Standard,Unmarried,Senior Manager
32,3,9,4,4,3,6,1,5,1,2,25260,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
33,1,20,3,3,4,2,0,5,0,0,17756,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
24,1,6,3,3,3,3,1,3,1,2,17293,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
50,1,35,4,5,5,5,0,3,0,2,22962,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
41,3,17,3,5,4,2,0,5,1,1,25530,Self Enquiry,Large Business,Female,Deluxe,Married,Manager
36,1,12,2,5,3,2,0,2,0,0,17741,Self Enquiry,Salaried,Male,Basic,Married,Executive
31,3,11,2,3,4,2,0,3,0,0,17789,Company Invited,Small Business,Female,Basic,Married,Executive
32,1,19,3,4,4,2,0,5,1,0,17743,Company Invited,Salaried,Female,Basic,Married,Executive
35,1,7,4,4,5,7,0,1,1,3,21674,Company Invited,Salaried,Male,Basic,Married,Executive
38,1,8,3,3,3,7,1,4,0,2,18057,Self Enquiry,Small Business,Male,Basic,Married,Executive
42,1,32,2,3,5,4,1,3,0,1,28191,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
53,3,8,2,3,3,7,0,3,1,0,29852,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
25,3,32,2,3,3,2,0,4,0,0,21180,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
37,1,13,3,4,4,8,0,4,1,2,23619,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
24,1,27,4,4,3,2,0,4,1,3,20950,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
43,1,12,4,4,3,6,0,3,1,1,20771,Company Invited,Salaried,Male,Basic,Divorced,Executive
50,1,8,3,3,3,3,1,2,1,1,34237,Self Enquiry,Small Business,Male,King,Divorced,VP
32,3,10,2,5,3,2,0,2,1,1,25400,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
44,1,10,3,1,5,2,0,5,1,2,34190,Self Enquiry,Salaried,Male,King,Married,VP
30,3,17,3,5,3,2,0,4,1,1,24547,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
24,1,11,3,2,5,4,0,4,0,2,21497,Self Enquiry,Small Business,Male,Basic,Married,Executive
22,1,17,3,5,3,3,0,4,1,1,21303,Company Invited,Salaried,Female,Basic,Unmarried,Executive
33,3,22,3,3,5,6,0,3,1,0,20324,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
22,1,14,3,5,5,2,0,2,1,0,17451,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
58,1,6,2,5,3,3,1,1,1,1,20660,Company Invited,Salaried,Male,Deluxe,Married,Manager
31,1,18,2,3,3,1,1,4,1,0,20855,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
30,1,16,3,4,3,2,0,5,1,2,21652,Self Enquiry,Small Business,Female,Basic,Married,Executive
35,1,26,4,4,3,2,0,3,0,1,21339,Self Enquiry,Small Business,Male,Basic,Married,Executive
55,1,26,2,3,3,4,1,1,0,0,20415,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
52,1,10,4,4,4,5,0,5,0,2,32412,Self Enquiry,Small Business,Female,Super Deluxe,Single,AVP
39,1,30,3,4,3,2,0,3,0,1,24423,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
40,1,19,4,4,4,6,0,3,1,2,23973,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
37,1,25,4,4,3,4,0,3,1,1,26457,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
35,1,12,3,5,5,4,0,1,1,2,30309,Self Enquiry,Small Business,Female,Standard,Single,Senior Manager
23,1,15,2,3,5,2,0,3,0,1,17500,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
31,1,9,3,5,3,2,0,4,0,1,21398,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
37,1,9,4,4,3,6,0,5,1,1,21197,Self Enquiry,Small Business,Male,Basic,Single,Executive
51,1,9,3,3,4,4,0,5,1,1,28734,Self Enquiry,Small Business,Female,Super Deluxe,Single,AVP
45,1,31,3,4,3,5,1,5,0,2,21839,Company Invited,Salaried,Male,Basic,Married,Executive
43,1,13,2,1,3,5,0,4,1,0,17089,Company Invited,Small Business,Male,Basic,Married,Executive
49,1,16,2,3,5,1,1,3,0,0,33665,Company Invited,Salaried,Female,King,Single,VP
40,1,29,3,4,5,3,1,5,1,1,29558,Company Invited,Small Business,Female,Standard,Single,Senior Manager
37,3,25,2,3,4,2,1,5,0,0,22642,Company Invited,Small Business,Male,Standard,Unmarried,Senior Manager
47,1,14,4,4,3,8,0,2,0,3,29523,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
51,1,12,2,4,3,1,0,5,1,1,17838,Company Invited,Small Business,Female,Basic,Single,Executive
35,3,28,4,2,3,3,0,3,0,1,24015,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
41,1,16,4,5,3,2,0,5,1,1,23554,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
59,1,8,3,4,3,4,1,5,0,2,28726,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
35,1,29,2,4,3,4,1,4,1,0,20916,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
26,3,10,2,4,3,2,1,1,1,0,20828,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
31,3,17,4,5,3,3,0,2,1,1,25256,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
46,3,33,4,4,5,4,0,1,0,3,22964,Company Invited,Salaried,Female,Deluxe,Married,Manager
42,1,9,3,6,3,6,1,3,0,2,21456,Self Enquiry,Salaried,Female,Basic,Married,Executive
37,1,25,2,3,3,4,0,1,0,0,20768,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
32,3,12,3,4,4,3,0,3,0,1,21467,Company Invited,Small Business,Female,Basic,Married,Executive
27,1,15,2,3,4,7,0,3,1,1,17024,Company Invited,Small Business,Male,Basic,Married,Executive
37,1,15,3,4,3,3,0,4,1,1,28774,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
39,3,9,3,4,4,2,0,4,1,2,26029,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
32,1,16,3,4,4,3,0,3,1,2,29326,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
31,1,7,3,4,3,3,0,3,1,1,22689,Company Invited,Small Business,Female,Deluxe,Unmarried,Manager
23,1,26,4,4,3,3,0,1,1,1,21001,Self Enquiry,Small Business,Male,Basic,Married,Executive
36,3,9,4,4,3,3,0,1,1,3,20692,Self Enquiry,Small Business,Female,Basic,Married,Executive
19,1,16,3,4,4,2,1,5,1,1,16859,Company Invited,Small Business,Female,Basic,Single,Executive
49,3,9,3,4,3,4,0,5,1,1,22729,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
50,1,34,2,3,5,5,1,5,0,0,31880,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
43,3,15,3,4,4,2,0,3,0,2,25503,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
54,1,31,3,2,3,5,0,3,0,2,25683,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
31,1,17,2,3,3,4,1,3,1,1,17356,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
20,1,12,3,4,3,2,1,2,1,1,17926,Company Invited,Salaried,Female,Basic,Single,Executive
38,1,35,2,3,3,4,0,1,0,0,21261,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
23,1,12,3,2,4,3,1,4,1,1,21006,Self Enquiry,Salaried,Male,Basic,Married,Executive
29,3,16,2,4,3,1,0,4,1,0,20869,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
33,1,15,4,2,3,7,0,3,1,3,23853,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
56,3,9,3,4,3,6,0,1,1,1,23838,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
34,1,8,3,3,3,2,0,5,1,1,21687,Self Enquiry,Large Business,Female,Deluxe,Unmarried,Manager
52,1,10,1,3,3,3,0,5,1,0,31555,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
41,1,33,3,4,4,3,0,2,1,1,24283,Company Invited,Small Business,Female,Deluxe,Married,Manager
52,3,28,4,4,3,2,1,5,1,2,24119,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
26,1,13,3,3,3,2,0,4,1,2,17570,Company Invited,Small Business,Male,Basic,Single,Executive
30,1,13,3,3,3,2,0,5,0,0,16274,Company Invited,Large Business,Male,Basic,Married,Executive
44,2,6,2,3,3,5,1,5,1,1,20743,Company Invited,Salaried,Male,Deluxe,Married,Manager
21,3,9,3,5,3,3,0,4,0,2,20722,Self Enquiry,Small Business,Female,Basic,Single,Executive
59,1,9,3,4,3,4,0,3,0,1,17177,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
22,1,11,2,2,4,2,1,4,0,0,17328,Self Enquiry,Salaried,Male,Basic,Married,Executive
41,3,8,3,3,5,1,0,5,1,2,31595,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
34,1,14,2,3,5,4,0,5,1,0,20121,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
41,3,17,4,5,4,4,0,4,1,2,28383,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
38,1,35,3,3,5,1,1,3,1,2,21673,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
35,1,17,2,3,3,1,1,5,0,0,17660,Self Enquiry,Small Business,Male,Basic,Married,Executive
41,1,26,2,4,3,2,1,1,1,1,21419,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
27,1,23,2,3,4,1,1,4,0,0,18058,Self Enquiry,Large Business,Male,Basic,Married,Executive
58,1,7,4,2,3,2,0,3,1,3,23578,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
52,1,9,2,4,3,3,1,2,0,0,22969,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
28,1,9,3,3,4,1,0,4,0,0,22655,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
36,1,16,4,5,3,3,1,4,1,2,29363,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
38,3,16,4,4,4,3,0,1,1,3,27512,Company Invited,Small Business,Male,Standard,Married,Senior Manager
29,3,11,3,4,3,3,0,2,1,1,22899,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
59,3,9,2,4,3,6,0,3,0,0,20171,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
22,1,17,2,3,4,2,0,2,1,0,17244,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
29,3,25,3,4,3,2,0,4,1,0,23620,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
59,3,31,4,3,5,1,0,3,1,1,22637,Self Enquiry,Salaried,Female,Standard,Unmarried,Senior Manager
27,3,7,3,5,5,3,0,3,0,1,22972,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
40,3,12,3,4,3,5,0,1,0,1,20764,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
40,1,7,4,4,3,2,0,3,0,2,20910,Self Enquiry,Small Business,Female,Basic,Married,Executive
32,1,14,3,5,3,3,0,2,1,2,27621,Company Invited,Salaried,Female,Standard,Divorced,Senior Manager
31,1,7,4,4,4,3,0,5,0,2,22426,Self Enquiry,Small Business,Male,Basic,Married,Executive
60,1,13,2,3,5,6,0,5,1,0,34566,Self Enquiry,Salaried,Female,King,Married,VP
51,3,8,2,3,4,3,0,4,0,0,25596,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
27,1,17,3,3,5,1,0,5,1,2,17099,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
36,1,17,3,4,4,2,0,4,1,1,21499,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
60,1,10,3,3,5,6,1,2,1,2,21348,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
37,3,7,3,4,3,6,0,1,1,2,25331,Company Invited,Small Business,Fe Male,Deluxe,Unmarried,Manager
49,1,11,3,5,3,4,0,5,1,2,33880,Company Invited,Small Business,Male,Super Deluxe,Married,AVP
32,1,9,3,3,5,2,0,1,1,0,21725,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
48,1,36,3,4,4,3,1,3,1,1,30527,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
38,3,7,3,5,3,7,0,1,1,2,29287,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
42,1,18,2,3,4,1,0,1,1,1,17766,Self Enquiry,Small Business,Male,Basic,Married,Executive
36,1,23,3,2,4,2,0,4,1,2,21104,Self Enquiry,Small Business,Male,Basic,Married,Executive
38,1,17,4,4,4,3,0,1,1,1,22614,Self Enquiry,Small Business,Female,Basic,Married,Executive
18,3,16,3,4,3,2,0,1,0,2,16200,Self Enquiry,Small Business,Female,Basic,Single,Executive
26,1,11,3,4,3,3,1,3,1,1,22369,Self Enquiry,Large Business,Male,Basic,Divorced,Executive
56,1,29,3,3,4,5,1,4,1,2,28402,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
36,3,7,4,4,3,3,0,4,1,1,23537,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
32,1,8,3,3,4,2,0,4,0,0,17370,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
31,3,14,3,4,4,2,0,1,0,1,21661,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
41,2,16,3,4,3,4,0,2,1,0,34141,Self Enquiry,Salaried,Male,King,Married,VP
27,3,36,3,4,3,7,0,5,1,1,22984,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
34,1,16,3,4,3,2,0,2,1,1,21459,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
34,1,9,3,4,3,2,0,3,0,2,21178,Self Enquiry,Salaried,Male,Basic,Single,Executive
25,3,30,3,5,3,2,1,1,1,1,16118,Company Invited,Salaried,Male,Basic,Single,Executive
41,3,12,2,3,3,2,0,5,1,0,24241,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
33,1,9,4,2,3,2,0,3,0,1,23733,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
27,1,10,4,4,5,2,0,3,0,3,21780,Company Invited,Large Business,Male,Basic,Unmarried,Executive
33,1,10,2,3,4,6,0,1,0,0,18055,Company Invited,Large Business,Male,Deluxe,Married,Manager
34,1,7,4,5,5,5,1,4,1,2,21477,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
57,1,30,4,4,4,6,1,4,1,3,32080,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
41,3,6,2,2,5,2,0,3,1,1,23392,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
35,3,17,3,4,3,3,1,2,0,2,20898,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
26,1,22,2,3,4,3,1,1,1,0,17373,Self Enquiry,Small Business,Male,Basic,Married,Executive
30,1,28,2,3,3,5,1,1,0,0,17132,Self Enquiry,Salaried,Female,Basic,Married,Executive
32,1,21,2,3,3,6,0,3,0,1,21667,Company Invited,Small Business,Female,Deluxe,Married,Manager
27,3,11,3,5,3,3,1,1,1,1,24506,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
30,3,28,3,3,5,1,0,2,1,0,23412,Company Invited,Salaried,Female,Standard,Divorced,Senior Manager
41,3,26,3,3,4,2,1,4,0,2,18140,Self Enquiry,Small Business,Female,Basic,Single,Executive
46,3,16,4,4,5,6,1,1,0,1,29439,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
38,1,12,3,4,3,3,0,4,1,1,20321,Company Invited,Salaried,Male,Deluxe,Married,Manager
34,3,6,3,4,3,2,1,1,1,1,22083,Self Enquiry,Large Business,Male,Standard,Divorced,Senior Manager
23,1,10,2,3,4,2,0,3,1,1,18295,Self Enquiry,Small Business,Female,Basic,Single,Executive
52,1,14,3,5,3,4,0,3,1,2,24810,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
33,3,15,4,5,4,3,1,2,1,1,23906,Self Enquiry,Large Business,Female,Deluxe,Divorced,Manager
39,1,25,3,6,3,5,1,5,0,2,24489,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
37,1,31,2,4,3,1,0,3,0,1,20731,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
28,1,6,2,3,3,2,0,1,0,0,17044,Self Enquiry,Salaried,Male,Basic,Married,Executive
57,1,14,4,4,3,2,0,4,1,3,21017,Self Enquiry,Large Business,Male,Basic,Married,Executive
27,1,7,4,5,3,3,0,1,0,1,20685,Company Invited,Small Business,Female,Basic,Married,Executive
37,3,22,3,6,3,3,0,1,1,1,24084,Company Invited,Small Business,Male,Deluxe,Married,Manager
47,1,25,3,4,3,7,0,3,0,2,29205,Company Invited,Small Business,Female,Standard,Married,Senior Manager
42,1,7,3,1,4,2,0,3,1,0,17372,Company Invited,Salaried,Female,Standard,Single,Senior Manager
28,1,23,3,4,4,2,0,1,1,1,21489,Self Enquiry,Large Business,Female,Basic,Married,Executive
55,1,14,2,3,3,3,1,3,1,1,29756,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
31,1,7,3,5,3,3,1,2,1,2,23804,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
33,1,8,3,3,3,5,0,3,1,2,17496,Self Enquiry,Small Business,Male,Basic,Single,Executive
36,3,10,4,4,3,8,0,5,0,3,26501,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
19,1,7,4,4,3,3,0,5,1,2,20289,Company Invited,Salaried,Female,Basic,Single,Executive
31,1,23,3,4,3,3,0,1,0,1,21540,Self Enquiry,Salaried,Male,Basic,Married,Executive
35,3,7,3,4,3,3,0,5,1,1,28566,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
26,1,9,2,3,3,2,0,3,1,1,17061,Self Enquiry,Salaried,Female,Basic,Married,Executive
39,1,7,3,2,3,2,0,1,0,1,26303,Self Enquiry,Salaried,Fe Male,Deluxe,Unmarried,Manager
44,2,6,2,3,3,5,1,3,1,0,18195,Self Enquiry,Salaried,Female,Basic,Married,Executive
36,1,11,3,5,3,3,0,2,1,1,21054,Company Invited,Salaried,Male,Basic,Divorced,Executive
39,1,7,3,3,3,2,0,2,1,2,26303,Self Enquiry,Salaried,Fe Male,Deluxe,Unmarried,Manager
30,1,8,4,4,3,3,0,1,1,3,22438,Self Enquiry,Salaried,Female,Basic,Married,Executive
35,1,24,3,5,3,2,1,5,1,2,27178,Company Invited,Large Business,Male,Basic,Married,Executive
24,1,13,2,3,3,2,1,4,0,0,17886,Company Invited,Salaried,Female,Basic,Divorced,Executive
39,1,15,3,5,4,3,1,1,1,1,20811,Company Invited,Small Business,Female,Deluxe,Married,Manager
30,1,25,3,5,3,3,1,3,0,1,21067,Self Enquiry,Small Business,Male,Basic,Single,Executive
36,1,34,3,4,3,4,0,5,0,2,25561,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
25,3,7,4,4,4,3,1,4,1,3,21880,Self Enquiry,Large Business,Female,Basic,Unmarried,Executive
57,1,7,3,4,3,3,0,3,0,1,24984,Company Invited,Salaried,Male,Deluxe,Married,Manager
33,3,22,2,3,3,2,1,1,0,0,20368,Company Invited,Salaried,Female,Deluxe,Married,Manager
33,1,9,4,4,4,3,0,4,0,2,21048,Self Enquiry,Small Business,Female,Basic,Married,Executive
49,1,7,3,5,5,2,0,4,0,2,34080,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
37,1,8,4,6,5,4,1,1,1,1,28930,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
29,3,6,2,3,3,2,0,3,1,1,22918,Company Invited,Small Business,Female,Standard,Married,Senior Manager
31,1,14,3,4,3,3,0,5,1,2,22169,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
